  PHILIPPE GILBERT  ,157,LOTTO SOUDAL  ,'03h 57'' 27'''''
  RAFAEL VALLS FERRI  ,68,BAHRAIN - MCLAREN  ,'03h 46'' 23'''''
  ANTHONY PEREZ  ,126,COFIDIS  ,'8h 59'' 35'''''
